Portfolio Name,Company Name,Asset Name,Sub-industry,Asset Type,Latitude,Longitude,Address,Asset ID,Country,Country Code,Realm,Biome,Ecosystem Functional Group,River Basin,Priority,Sensitive Locations,Biodiversity Importance (Aggregated),High Ecosystem Integrity (Aggregated),Decline in Ecosystem Integrity (Aggregated),Physical Water Risk (Aggregated),Ecosystem Services Provision (Aggregated)
SFI,Heidelbergcement Ag,Butra Heidelbergcement Sdn Bhd,Diversified Metals & Mining,Mining,5.012333,115.064836,,18340,,,,,,Borneo (530),1,0.7718,0.8476,0.7718,0.3773,0.3885,0.5821
SFI,Heidelbergcement Ag,Lehigh Hanson Materials Ltd,Diversified Metals & Mining,Mining,45.768479,-74.613848,,18341,Canada,CAN,Nearctic,Temperate Broadleaf & Mixed Forests,Eastern Canadian Forest-Boreal transition,Saint Lawrence,0,0.5195,0.1505,0.7649,0.4407,0.4916,0.5195
SFI,Heidelbergcement Ag,Lehigh Hanson Materials Ltd,Diversified Metals & Mining,Mining,44.054274,-77.121345,,18342,Canada,CAN,Nearctic,Temperate Broadleaf & Mixed Forests,Eastern Great Lakes lowland forests,Ontario,0,0.5831,0.5627,0.72,0.5375,0.5831,0.5446
SFI,Heidelbergcement Ag,Lehigh Hanson Materials Ltd,Diversified Metals & Mining,Mining,53.580487,-113.600661,,18343,Canada,CAN,Nearctic,"Temperate Grasslands"",""Savannas & Shrublands",Canadian Aspen forests and parklands,Nelson & Saskatchewan,0,0.5795,0.6876,0.5795,0.3389,0.3141,0.2604
SFI,Heidelbergcement Ag,Lehigh Hanson Materials Ltd,Diversified Metals & Mining,Mining,49.143998,-123.023077,,18344,Canada,CAN,,,,North Pacific (446),1,0.661,0.7669,0.661,0.2363,0.3262,0.5903
SFI,Heidelbergcement Ag,La Cimenterie De Lukala Sarl,Diversified Metals & Mining,Mining,-5.50852,14.526127,,18345,"Congo, Dem Rep of the",COD,Afrotropic,"Tropical & Subtropical Grasslands"",""Savannas & Shrublands",Western Congolian forest-savanna,Congo,1,0.6956,0.0069,0.8591,0.5271,0.2515,0.6956
SFI,Heidelbergcement Ag,Interlacs Sarl,Diversified Metals & Mining,Mining,-2.256797,28.871808,,18346,"Congo, Dem Rep of the",COD,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,Albertine Rift montane forests,Tanganyika,1,0.8145,0.9966,0.8145,0.5169,0.3454,0.7821
SFI,Heidelbergcement Ag,Interlacs Sarl,Diversified Metals & Mining,Mining,-5.555034,29.341047,,18347,"Congo, Dem Rep of the",COD,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,Albertine Rift montane forests,Tanganyika,1,0.7738,0.7738,0.867,0.75,0.4774,0.4479
SFI,Heidelbergcement Ag,Ceskomoravsky Cement As Nastupnicka Spolecnost,Diversified Metals & Mining,Mining,49.215622,16.773065,,18348,Czechia,CZE,Palearctic,Temperate Broadleaf & Mixed Forests,Pannonian mixed forests,Danube,0,0.5514,0.2949,0.5514,0.3618,0.6449,0.2946
SFI,Heidelbergcement Ag,Ceskomoravsky Cement As Nastupnicka Spolecnost,Diversified Metals & Mining,Mining,49.995919,14.341059,,18349,Czechia,CZE,Palearctic,Temperate Broadleaf & Mixed Forests,Central European mixed forests,Elbe,0,0.5384,0.4618,0.5384,0.3664,0.6118,0.3758
SFI,Heidelbergcement Ag,Heidelbergcement Ag,Diversified Metals & Mining,Mining,49.213555,12.029824,,18350,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Danube,0,0.5748,0.6612,0.5748,0.3949,0.5482,0.3698
SFI,Heidelbergcement Ag,Heidelbergcement Ag,Diversified Metals & Mining,Mining,51.857225,8.03084,,18351,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,North Sea (638),0,0.5025,0.4248,0.5025,0.3955,0.5805,0.3657
SFI,Heidelbergcement Ag,Heidelbergcement Ag,Diversified Metals & Mining,Mining,49.357624,8.685598,,18353,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Rhine (635),0,0.5341,0.7492,0.4737,0.3572,0.5341,0.3285
SFI,Heidelbergcement Ag,Heidelbergcement Ag,Diversified Metals & Mining,Mining,51.698479,8.746013,,18354,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Rhine (635),0,0.5386,0.6552,0.531,0.2762,0.5386,0.4359
SFI,Heidelbergcement Ag,Heidelbergcement Ag,Diversified Metals & Mining,Mining,48.368982,9.735574,,18355,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Danube,0,0.5871,0.7525,0.5871,0.4308,0.5197,0.4185
SFI,Heidelbergcement Ag,Heidelbergcement Ag,Diversified Metals & Mining,Mining,49.808084,9.618221,,18356,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Rhine (635),1,0.6431,0.6431,0.615,0.4434,0.75,0.3735
SFI,Heidelbergcement Ag,Heidelbergcement Ag,Diversified Metals & Mining,Mining,51.618256,8.5105,,18357,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Rhine (635),0,0.5584,0.74,0.5584,0.2919,0.5386,0.4459
SFI,Heidelbergcement Ag,Heidelbergcement Ag,Diversified Metals & Mining,Mining,52.305,13.63851,,18358,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Central European mixed forests,Elbe,0,0.5902,0.5902,0.5461,0.3864,0.75,0.4009
SFI,Heidelbergcement Ag,Heidelbergcement Ag,Diversified Metals & Mining,Mining,49.974307,8.316073,,18359,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Rhine (635),0,0.5318,0.7533,0.5318,0.332,0.5209,0.3097
SFI,Heidelbergcement Ag,Helwan Cement Co Sae,Diversified Metals & Mining,Mining,29.822687,31.308586,,18360,Egypt,EGY,Palearctic,Flooded Grasslands & Savannas,Nile Delta flooded savanna,Nile,0,0.5602,0.0906,0.5602,0.3665,0.8125,0.5202
SFI,Heidelbergcement Ag,Suez Cement Company Sae,Diversified Metals & Mining,Mining,29.919723,31.53258,,18361,Egypt,EGY,Palearctic,Deserts & Xeric Shrublands,North Saharan Xeric Steppe and Woodland,Nile,0,0.524,0.0774,0.524,0.3761,0.8125,0.4992
SFI,Heidelbergcement Ag,Suez Cement Company Sae,Diversified Metals & Mining,Mining,29.769909,32.211601,,18362,Egypt,EGY,Palearctic,Deserts & Xeric Shrublands,North Saharan Xeric Steppe and Woodland,Red Sea,1,0.8361,0.0539,0.8608,0.4918,0.8361,0.4177
SFI,Heidelbergcement Ag,Egyptian Tourah Portland Cement Co Sae,Diversified Metals & Mining,Mining,29.926087,31.301513,,18363,Egypt,EGY,Palearctic,Flooded Grasslands & Savannas,Nile Delta flooded savanna,Nile,0,0.5558,0.0934,0.5558,0.3599,0.8125,0.503
SFI,Heidelbergcement Ag,Hanson Hispania Sa,Diversified Metals & Mining,Mining,43.204824,-2.899342,,18364,Spain,ESP,Palearctic,Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,Bay of Biscay (610),1,0.652,0.7444,0.652,0.3818,0.4936,0.5686
SFI,Heidelbergcement Ag,Hanson Hispania Sa,Diversified Metals & Mining,Mining,36.714681,-4.329333,,18365,Spain,ESP,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Southwest Iberian Mediterranean sclerophyllous and mixed forests,Mediterranean Sea (627),1,0.8267,0.8267,0.6961,0.4181,0.9125,0.3753
SFI,Heidelbergcement Ag,Hanson Hispania Sa,Diversified Metals & Mining,Mining,43.285684,-1.997062,,18366,Spain,ESP,Palearctic,Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,Bay of Biscay (610),1,0.7255,0.5531,0.7255,0.415,0.4936,0.791
SFI,Heidelbergcement Ag,As Kunda Nordic Tsement,Diversified Metals & Mining,Mining,59.496786,26.5284,,18367,Estonia,EST,Palearctic,Temperate Broadleaf & Mixed Forests,Sarmatic mixed forests,Baltic Sea (672),1,0.7314,0.7314,0.7494,0.7086,0.489,0.4972
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,46.809772,-0.138968,,18368,France,FRA,Palearctic,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,Loire,1,0.7012,0.7012,0.5233,0.4403,0.703,0.3475
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,43.80483,4.621082,,18369,France,FRA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Northeast Spain and Southern France Mediterranean forests,Rhone,0,0.5304,0.9644,0.4661,0.3506,0.5304,0.4888
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,45.226037,-0.365494,,18370,France,FRA,Palearctic,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,Dordogne,0,0.5577,0.6223,0.5577,0.44,0.4851,0.3891
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,44.642952,4.754983,,18371,France,FRA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Northeast Spain and Southern France Mediterranean forests,Rhone,1,0.6053,0.6053,0.6208,0.2716,0.5262,0.4376
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,48.980312,1.820137,,18372,France,FRA,Palearctic,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,Seine,1,0.6358,0.6358,0.482,0.3817,0.6793,0.3846
SFI,Heidelbergcement Ag,Indocement Tunggal Prakarsa Tbk Pt,Diversified Metals & Mining,Mining,-3.271007,116.105835,,18394,Indonesia,IDN,,,,Borneo (534),1,0.7738,0.7738,0.7825,0.457,0.7033,0.5666
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,47.587909,0.328983,,18373,France,FRA,Palearctic,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,Loire,0,0.5611,0.5611,0.5607,0.3705,0.679,0.3693
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,48.768805,4.564675,,18374,France,FRA,Palearctic,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,Seine,0,0.5685,0.5618,0.5685,0.435,0.671,0.3915
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,47.083275,3.002822,,18375,France,FRA,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Loire,1,0.6074,0.6074,0.5969,0.4376,0.6793,0.4332
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,49.257388,6.125154,,18376,France,FRA,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Moselle,0,0.5295,0.619,0.4929,0.342,0.5295,0.349
SFI,Heidelbergcement Ag,Ciments Calcia Sas,Diversified Metals & Mining,Mining,49.22355,-0.275165,,18377,France,FRA,Palearctic,Temperate Broadleaf & Mixed Forests,European Atlantic mixed forests,English Channel (618),1,0.602,0.7226,0.493,0.1342,0.602,0.3161
SFI,Heidelbergcement Ag,Hanson Ltd,Diversified Metals & Mining,Mining,53.888913,-2.383373,,18378,United Kingdom,GBR,Palearctic,Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,North Atlantic (604),1,0.7403,0.7403,0.6021,0.2301,0.5327,0.7977
SFI,Heidelbergcement Ag,Hanson Ltd,Diversified Metals & Mining,Mining,53.152678,-3.061635,,18379,United Kingdom,GBR,Palearctic,Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,North Atlantic (608),0,0.585,0.6241,0.5756,0.3933,0.585,0.5701
SFI,Heidelbergcement Ag,Hanson Ltd,Diversified Metals & Mining,Mining,52.640356,-0.547016,,18380,United Kingdom,GBR,Palearctic,Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,North Sea (606),1,0.6583,0.6911,0.4308,0.423,0.6583,0.3034
SFI,Heidelbergcement Ag,Hanson Ltd,Diversified Metals & Mining,Mining,54.59506,-1.169809,,18381,United Kingdom,GBR,,,,North Sea (605),1,0.6219,0.7429,0.4806,0.2446,0.6219,0.3618
SFI,Heidelbergcement Ag,Hanson Ltd,Diversified Metals & Mining,Mining,51.471516,0.261598,,18382,United Kingdom,GBR,Palearctic,Temperate Broadleaf & Mixed Forests,English Lowlands beech forests,North Sea (606),1,0.7281,0.7466,0.4483,0.3778,0.7281,0.5149
SFI,Heidelbergcement Ag,Hanson Ltd,Diversified Metals & Mining,Mining,51.584677,-3.787058,,18383,,,Palearctic,Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,North Atlantic (608),1,0.6266,0.5003,0.6933,0.4797,0.6266,0.5772
SFI,Heidelbergcement Ag,Heidelbergcement Georgia Ltd,Diversified Metals & Mining,Mining,41.917342,44.41763,,18384,Georgia,GEO,Palearctic,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,Kura & Aras,1,0.7872,0.9899,0.7872,0.4787,0.5531,0.6278
SFI,Heidelbergcement Ag,Heidelbergcement Georgia Ltd,Diversified Metals & Mining,Mining,41.513089,45.047818,,18385,Georgia,GEO,Palearctic,Deserts & Xeric Shrublands,Azerbaijan shrub desert and steppe,Kura & Aras,1,0.698,0.698,0.7364,0.45,0.5,0.406
SFI,Heidelbergcement Ag,Heidelbergcement Georgia Ltd,Diversified Metals & Mining,Mining,42.161275,41.677186,,18386,Georgia,GEO,Palearctic,Temperate Broadleaf & Mixed Forests,Euxine-Colchic broadleaf forests,Black Sea (687),1,0.6895,0.8418,0.6384,0.5252,0.6895,0.5488
SFI,Heidelbergcement Ag,Ghacem Ltd,Diversified Metals & Mining,Mining,4.891983,-1.745828,,18387,Ghana,GHA,,,,Gulf of Guinea,1,0.7249,0.9391,0.7249,0.517,0.5648,0.4164
SFI,Heidelbergcement Ag,Ghacem Ltd,Diversified Metals & Mining,Mining,5.637128,0.007768,,18388,Ghana,GHA,Afrotropic,"Tropical & Subtropical Grasslands"",""Savannas & Shrublands",Guinean forest-savanna,Gulf of Guinea,1,0.6601,0.9633,0.6484,0.4461,0.6601,0.374
SFI,Heidelbergcement Ag,Halyps Building Materials Sa,Diversified Metals & Mining,Mining,38.035179,23.592877,,18389,Greece,GRC,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Aegean and Western Turkey sclerophyllous and mixed forests,Ionian Sea,1,0.6305,0.6305,0.5702,0.3454,0.7137,0.5971
SFI,Heidelbergcement Ag,Duna Drava Cement Kft,Diversified Metals & Mining,Mining,45.810911,18.39875,,18390,Hungary,HUN,Palearctic,Temperate Broadleaf & Mixed Forests,Pannonian mixed forests,Drava,1,0.6614,0.6614,0.5454,0.417,0.7538,0.2454
SFI,Heidelbergcement Ag,Duna Drava Cement Kft,Diversified Metals & Mining,Mining,47.809209,19.101728,,18391,Hungary,HUN,Palearctic,Temperate Broadleaf & Mixed Forests,Pannonian mixed forests,Danube,1,0.659,0.659,0.5959,0.3617,0.7229,0.3612
SFI,Heidelbergcement Ag,Indocement Tunggal Prakarsa Tbk Pt,Diversified Metals & Mining,Mining,-6.479811,106.899118,,18392,Indonesia,IDN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Western Java rain forests,Java (542),1,0.8295,0.8295,0.435,0.3398,0.9263,0.564
SFI,Heidelbergcement Ag,Indocement Tunggal Prakarsa Tbk Pt,Diversified Metals & Mining,Mining,-6.705337,108.401523,,18393,Indonesia,IDN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Western Java rain forests,Java (541),1,0.794,0.794,0.4614,0.0704,0.7976,0.4056
SFI,Heidelbergcement Ag,Heidelbergcement India Ltd,Diversified Metals & Mining,Mining,13.27022,76.723122,,18395,India,IND,Indomalayan,Deserts & Xeric Shrublands,Deccan thorn scrub forests,Bay of Bengal (254),0,0.4976,0.1303,0.4748,0.4976,0.8979,0.1714
SFI,Heidelbergcement Ag,Heidelbergcement India Ltd,Diversified Metals & Mining,Mining,23.990282,79.392584,,18396,India,IND,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,Narmada Valley dry deciduous forests,Yamuna,1,0.6135,0.0645,0.6135,0.5278,1,0.2276
SFI,Heidelbergcement Ag,Zuari Cement Ltd,Diversified Metals & Mining,Mining,16.832064,80.036823,,18397,India,IND,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests,Bay of Bengal (254),0,0.4843,0.0601,0.4558,0.4843,0.7678,0.3013
SFI,Heidelbergcement Ag,Zuari Cement Ltd,Diversified Metals & Mining,Mining,14.60521,78.522478,,18398,India,IND,Indomalayan,Deserts & Xeric Shrublands,Deccan thorn scrub forests,Bay of Bengal (254),1,0.6164,0.3353,0.6164,0.5209,1,0.4163
SFI,Heidelbergcement Ag,Heidelbergcement India Ltd,Diversified Metals & Mining,Mining,25.499517,78.711436,,18399,India,IND,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Upper Gangetic Plains moist deciduous forests,Yamuna,0,0.5112,0.0597,0.5112,0.5079,1,0.1858
SFI,Heidelbergcement Ag,Zuari Cement Ltd,Diversified Metals & Mining,Mining,13.260661,80.306354,,18400,India,IND,Indomalayan,Deserts & Xeric Shrublands,Godavari-Krishna mangroves,Bay of Bengal (254),0,0.4474,0.1041,0.4086,0.3677,1,0.4474
SFI,Heidelbergcement Ag,Zuari Cement Ltd,Diversified Metals & Mining,Mining,17.540668,76.034869,,18401,India,IND,Indomalayan,Deserts & Xeric Shrublands,Deccan thorn scrub forests,Bay of Bengal (254),0,0.4819,0.154,0.4819,0.4783,0.8355,0.1111
SFI,Heidelbergcement Ag,Sementsverksmidjan Hf,Diversified Metals & Mining,Mining,64.3164,-22.079979,,18402,,,Palearctic,Boreal Forests/Taiga,Iceland boreal birch forests and alpine tundra,Iceland,1,0.7166,0.7166,0.8615,0.521,0.1658,0.5201
SFI,Heidelbergcement Ag,Italcementi Fabbriche Riunite Cemento Spa Bergamo,Diversified Metals & Mining,Mining,41.73642,13.00401,,18403,Italy,ITA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Italian sclerophyllous and semi-deciduous forests,"Tyrrhenian Sea, Ligurian Sea",1,0.75,0.7652,0.4967,0.3566,0.75,0.591
SFI,Heidelbergcement Ag,Italcementi Fabbriche Riunite Cemento Spa Bergamo,Diversified Metals & Mining,Mining,38.190035,13.248898,,18404,Italy,ITA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Tyrrhenian-Adriatic sclerophyllous and mixed forests,Sicily,1,0.8416,0.8416,0.4747,0.4107,0.8738,0.4662
SFI,Heidelbergcement Ag,Italcementi Fabbriche Riunite Cemento Spa Bergamo,Diversified Metals & Mining,Mining,40.674977,16.657804,,18405,Italy,ITA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Tyrrhenian-Adriatic sclerophyllous and mixed forests,Adriatic Sea (652),1,0.8011,0.8011,0.4294,0.3975,0.8942,0.2734
SFI,Heidelbergcement Ag,Italcementi Fabbriche Riunite Cemento Spa Bergamo,Diversified Metals & Mining,Mining,45.515453,10.345122,,18406,Italy,ITA,Palearctic,Temperate Broadleaf & Mixed Forests,Po Basin mixed forests,Po,0,0.5915,0.5915,0.4927,0.3868,0.75,0.4231
SFI,Heidelbergcement Ag,Italcementi Fabbriche Riunite Cemento Spa Bergamo,Diversified Metals & Mining,Mining,39.470522,9.024111,,18407,Italy,ITA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Tyrrhenian-Adriatic sclerophyllous and mixed forests,Corsica & Sardinia,1,0.8491,0.8491,0.7116,0.4149,1,0.6217
SFI,Heidelbergcement Ag,Italcementi Fabbriche Riunite Cemento Spa Bergamo,Diversified Metals & Mining,Mining,45.685481,9.467219,,18408,Italy,ITA,Palearctic,Temperate Broadleaf & Mixed Forests,Po Basin mixed forests,Po,0,0.5815,0.5815,0.4788,0.3832,0.6258,0.4989
SFI,Buzzi Unicem Spa,Cementos Moctezuma Sa De Cv,Diversified Metals & Mining,Mining,22.474087,-100.378977,,17609,Mexico,MEX,Nearctic,Deserts & Xeric Shrublands,Meseta Central matorral,Gulf of Mexico (458),1,0.7493,0.7493,0.8849,0.5385,0.5656,0.6834
SFI,Buzzi Unicem Spa,Cementos Moctezuma Sa De Cv,Diversified Metals & Mining,Mining,18.798161,-99.179188,,17610,Mexico,MEX,Neotropic,Tropical & Subtropical Dry Broadleaf Forests,Balsas dry forests,North Pacific (455),1,0.7524,0.9645,0.6564,0.4101,0.75,0.7524
SFI,Buzzi Unicem Spa,Dyckerhoff Polska Sp Z O O,Diversified Metals & Mining,Mining,50.806773,20.529912,,17611,Poland,POL,Palearctic,Temperate Broadleaf & Mixed Forests,Central European mixed forests,Vistula,1,0.6026,0.6026,0.573,0.5021,0.6464,0.3249
SFI,Buzzi Unicem Spa,Sukholozhsktsement Oao,Diversified Metals & Mining,Mining,56.868466,62.056043,,17612,Russia,RUS,Palearctic,Boreal Forests/Taiga,West Siberian taiga,Irtysh,0,0.5273,0.0176,0.7902,0.5273,0.4685,0.4343
SFI,Buzzi Unicem Spa,Dyckerhoff Korkino Tsement Ooo,Diversified Metals & Mining,Mining,54.873651,61.196847,,17613,Russia,RUS,Palearctic,"Temperate Grasslands"",""Savannas & Shrublands",Kazakh forest steppe,Irtysh,1,0.6561,0.3638,0.6561,0.4553,0.6846,0.2991
SFI,Buzzi Unicem Spa,Dyckerhoff Cement Ukraine Pat,Diversified Metals & Mining,Mining,50.545261,26.260335,,17614,Ukraine,UKR,Palearctic,Temperate Broadleaf & Mixed Forests,Central European mixed forests,Dnieper (679),1,0.6302,0.1526,0.6302,0.455,0.7395,0.5596
SFI,Buzzi Unicem Spa,Dyckerhoff Cement Ukraine Pat,Diversified Metals & Mining,Mining,47.172149,31.758953,,17615,Ukraine,UKR,Palearctic,"Temperate Grasslands"",""Savannas & Shrublands",Pontic steppe,Black Sea (681),1,0.77,0.8803,0.5613,0.4642,0.77,0.423
SFI,Buzzi Unicem Spa,Alamo Cement Co,Diversified Metals & Mining,Mining,29.611942,-98.374994,,17616,United States,USA,Nearctic,"Temperate Grasslands"",""Savannas & Shrublands",Edwards Plateau savanna,Gulf of Mexico (450),0,0.5979,0.7875,0.5979,0.3678,0.5,0.3708
SFI,Buzzi Unicem Spa,Buzzi Unicem Usa Inc,Diversified Metals & Mining,Mining,37.267699,-89.537885,,17617,United States,USA,Nearctic,Temperate Broadleaf & Mixed Forests,Mississippi lowland forests,Mississippi (427),0,0.5104,0.4479,0.6987,0.5009,0.5104,0.3676
SFI,Buzzi Unicem Spa,Buzzi Unicem Usa Inc,Diversified Metals & Mining,Mining,35.101255,-85.34367,,17618,United States,USA,Nearctic,Temperate Broadleaf & Mixed Forests,Appalachian-Blue Ridge forests,Ohio,1,0.7777,0.9478,0.7777,0.4359,0.4013,0.7269
SFI,Buzzi Unicem Spa,Buzzi Unicem Usa Inc,Diversified Metals & Mining,Mining,38.181745,-90.337427,,17619,United States,USA,Nearctic,"Temperate Grasslands"",""Savannas & Shrublands",Central US forest-grasslands transition,Mississippi (427),0,0.5,0.2424,0.6511,0.4048,0.5,0.3742
SFI,Buzzi Unicem Spa,Buzzi Unicem Usa Inc,Diversified Metals & Mining,Mining,39.616962,-86.867685,,17620,United States,USA,Nearctic,Temperate Broadleaf & Mixed Forests,Interior Plateau US Hardwood Forests,Ohio,0,0.5,0.3182,0.588,0.4224,0.5,0.312
SFI,Buzzi Unicem Spa,Buzzi Unicem Usa Inc,Diversified Metals & Mining,Mining,32.246956,-100.457576,,17621,United States,USA,Nearctic,"Temperate Grasslands"",""Savannas & Shrublands",Edwards Plateau savanna,Gulf of Mexico (450),0,0.5253,0.005,0.7871,0.5253,0.4587,0.3549
SFI,Buzzi Unicem Spa,Buzzi Unicem Usa Inc,Diversified Metals & Mining,Mining,36.272283,-95.223425,,17622,United States,USA,Nearctic,"Temperate Grasslands"",""Savannas & Shrublands",Central Tallgrass prairie,Arkansas & White River,0,0.5941,0.2334,0.792,0.5941,0.4955,0.5502
SFI,Buzzi Unicem Spa,Buzzi Unicem Usa Inc,Diversified Metals & Mining,Mining,40.750707,-75.271596,,17623,United States,USA,Nearctic,Temperate Broadleaf & Mixed Forests,Appalachian-Blue Ridge forests,North Atlantic (447),0,0.5868,0.395,0.6468,0.3285,0.5,0.5868
SFI,Cahya Mata Sarawak Bhd,Cms Cement Sdn Bhd,Diversified Metals & Mining,Mining,3.262841,113.082756,,17624,Malaysia,MYS,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Borneo lowland rain forests,Borneo (530),1,0.7669,0.8784,0.7669,0.4925,0.4894,0.5544
SFI,Cahya Mata Sarawak Bhd,Cms Cement Sdn Bhd,Diversified Metals & Mining,Mining,1.545746,110.39107,,17625,Malaysia,MYS,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Borneo lowland rain forests,Borneo (534),1,0.9058,0.9173,0.7731,0.4155,0.624,0.9058
SFI,Cahya Mata Sarawak Bhd,Cms Cement Sdn Bhd,Diversified Metals & Mining,Mining,1.365147,110.342447,,17626,Malaysia,MYS,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Borneo peat swamp forests,Borneo (534),1,0.8966,0.9243,0.7935,0.4166,0.624,0.8966
SFI,Cal Me Calce Meridionale Spa,Cal Me Calce Meridionale Spa,Diversified Metals & Mining,Mining,38.914183,16.44817,,17627,Italy,ITA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Tyrrhenian-Adriatic sclerophyllous and mixed forests,Adriatic Sea (652),1,0.6959,0.2771,0.4875,0.3996,0.8973,0.6959
SFI,Cal Me Calce Meridionale Spa,Cal Me Calce Meridionale Spa,Diversified Metals & Mining,Mining,44.835363,10.447499,,17628,Italy,ITA,Palearctic,Temperate Broadleaf & Mixed Forests,Po Basin mixed forests,Po,1,0.6536,0.6564,0.3988,0.3898,0.6536,0.2845
SFI,Cal Me Calce Meridionale Spa,Cal Me Calce Meridionale Spa,Diversified Metals & Mining,Mining,42.37474,11.578018,,17629,Italy,ITA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Italian sclerophyllous and semi-deciduous forests,"Tyrrhenian Sea, Ligurian Sea",1,0.7736,0.7736,0.5597,0.4276,0.9033,0.4614
SFI,Cal Me Calce Meridionale Spa,Cal Me Calce Meridionale Spa,Diversified Metals & Mining,Mining,43.500382,10.480176,,17630,Italy,ITA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Italian sclerophyllous and semi-deciduous forests,"Tyrrhenian Sea, Ligurian Sea",1,0.6405,0.6405,0.5174,0.3401,0.9033,0.5362
SFI,Cal Me Calce Meridionale Spa,Cal Me Calce Meridionale Spa,Diversified Metals & Mining,Mining,40.509634,17.164908,,17631,Italy,ITA,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Tyrrhenian-Adriatic sclerophyllous and mixed forests,Adriatic Sea (652),1,0.7435,0.7435,0.3499,0.3657,0.8837,0.2298
SFI,Caliza Cementos Inka Sa,Caliza Cementos Inka Sa,Diversified Metals & Mining,Mining,-11.991241,-76.90018,,17632,Peru,PER,Neotropic,Deserts & Xeric Shrublands,Sechura desert,South Pacific (348),1,0.7887,0.9643,0.7602,0.4087,0.6954,0.7887
SFI,Calucem Doo,Calucem Doo,Diversified Metals & Mining,Mining,44.865469,13.828314,,17633,,,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Illyrian deciduous forests,Adriatic Sea (659),1,0.6872,0.9996,0.6872,0.4599,0.5246,0.5221
